EmployeeID;EmploymentType;Department;Gender;AgeGroup;Education;JobRole;JobSatisfaction;Performance;WorkLifeBalance;HireDate;TerminationDate;Salary
779;Contractor;Research & Development;Male;50-60;Master;Manager;High;Outstanding;Best;04/07/2023;;101992,76
780;Full-time;Marketing;Male;30-40;Doctor;Sales Executive;Medium;Good;Best;12/02/2023;;133621,32
781;Contractor;Marketing;Male;50-60;College;Sales Executive;High;Good;Better;04/03/2023;;153850,67
782;Contractor;IT;Male;50-60;Master;Research Scientist;Medium;Low;Better;12/04/2023;;120617,49
783;Full-time;IT;Female;60+;Doctor;HR Specialist;Medium;Low;Better;15/11/2023;;134643,64
784;Contractor;IT;Female;30-40;Below College;HR Specialist;Medium;Outstanding;Bad;09/09/2023;;101968,42
785;Contractor;IT;Female;50-60;Bachelor;IT Analyst;Very High;Excellent;Good;26/07/2023;;95812,4
786;Contractor;Research & Development;Male;60+;Doctor;Sales Executive;Very High;Excellent;Better;28/02/2023;;102698,4
787;Contractor;HR;Male;Below 20;Bachelor;Manager;Very High;Good;Bad;17/05/2023;03/09/2024;114271,68
788;Full-time;Sales;Male;Below 20;Master;Research Scientist;Medium;Good;Bad;05/12/2023;;123285,06
789;Contractor;Sales;Female;30-40;Doctor;Manager;Medium;Good;Best;16/11/2023;;78939
790;Contractor;Sales;Other;Below 20;Bachelor;HR Specialist;Medium;Good;Bad;15/04/2023;;167558,52
791;Contractor;Marketing;Male;40-50;Master;HR Specialist;Medium;Outstanding;Good;05/10/2023;;114281,31
792;Full-time;Research & Development;Male;60+;College;Manager;Low;Excellent;Good;24/07/2023;;127930,71
793;Full-time;HR;Female;20-30;College;Manager;Low;Low;Better;25/01/2023;;113415,93
794;Contractor;Marketing;Male;60+;Below College;Finance Director;Low;Excellent;Best;10/09/2024;;133082,17
795;Full-time;Finance;Male;20-30;College;IT Analyst;Medium;Good;Good;21/06/2023;;122002,25
796;Full-time;HR;Female;40-50;Bachelor;IT Analyst;High;Good;Bad;21/06/2023;;126851,9
797;Full-time;HR;Male;40-50;Bachelor;HR Specialist;Very High;Outstanding;Good;19/12/2023;;138389,43
798;Contractor;Sales;Male;50-60;Doctor;Sales Executive;Medium;Low;Good;02/05/2023;;86869,41
799;Contractor;Research & Development;Other;40-50;Bachelor;Sales Executive;High;Outstanding;Better;12/04/2023;;194389,99
800;Contractor;HR;Female;40-50;College;HR Specialist;High;Excellent;Better;24/07/2023;;60992,84
801;Full-time;Marketing;Male;50-60;Master;Research Scientist;High;Excellent;Bad;06/04/2024;;85869,92
802;Contractor;Marketing;Female;60+;Doctor;IT Analyst;Very High;Excellent;Better;01/02/2024;;82831,65
803;Contractor;Sales;Female;60+;Below College;Research Scientist;High;Excellent;Good;13/08/2024;;72798,78
804;Contractor;Marketing;Male;Below 20;Below College;HR Specialist;High;Good;Better;11/08/2024;;90998,77
805;Full-time;Sales;Female;30-40;Bachelor;Sales Executive;Very High;Good;Best;18/11/2024;;103941,49
806;Full-time;Research & Development;Female;30-40;Bachelor;Manager;Medium;Low;Best;25/07/2024;;152527,34
807;Full-time;IT;Male;40-50;Master;Research Scientist;Very High;Outstanding;Better;11/08/2024;;189992,87
808;Contractor;HR;Male;40-50;Master;IT Analyst;High;Good;Bad;04/07/2024;;142321,32
809;Contractor;HR;Female;50-60;Below College;Finance Director;Low;Outstanding;Best;02/10/2024;;94706,52
810;Full-time;HR;Male;40-50;Below College;Manager;Medium;Good;Best;02/12/2024;;89324,83
811;Full-time;Research & Development;Male;60+;Bachelor;Manager;Medium;Good;Best;20/07/2024;;144760,87
812;Full-time;Research & Development;Other;30-40;Master;IT Analyst;High;Good;Best;22/09/2022;;72319,45
813;Contractor;HR;Female;40-50;Bachelor;Manager;Low;Good;Bad;04/05/2024;;66390,53
814;Contractor;HR;Female;50-60;Doctor;Finance Director;Medium;Good;Bad;21/07/2024;;137269,3
815;Full-time;Finance;Male;30-40;Master;Research Scientist;High;Outstanding;Good;05/08/2022;;120172,51
816;Contractor;IT;Male;30-40;Master;Sales Executive;Very High;Outstanding;Best;07/01/2024;;82812,55
817;Contractor;HR;Other;60+;Bachelor;HR Specialist;Very High;Excellent;Best;19/05/2024;;122139,56
818;Full-time;Sales;Female;50-60;College;Research Scientist;High;Outstanding;Better;23/10/2024;;94144,4
819;Full-time;Sales;Other;40-50;Below College;IT Analyst;Low;Excellent;Good;07/06/2024;;69572,78
820;Full-time;Marketing;Female;20-30;Doctor;Research Scientist;Medium;Outstanding;Bad;12/04/2024;;70311,15
821;Contractor;Marketing;Male;20-30;Doctor;Finance Director;Low;Good;Better;12/05/2024;;64775,98
822;Contractor;Marketing;Female;50-60;Bachelor;Finance Director;Medium;Low;Best;14/07/2024;;132186,16
823;Contractor;Marketing;Male;40-50;Below College;Finance Director;Medium;Outstanding;Good;13/09/2021;;71725,06
824;Contractor;HR;Male;20-30;Bachelor;IT Analyst;Very High;Outstanding;Best;14/10/2024;;53933,88
825;Full-time;IT;Male;30-40;Below College;Finance Director;Very High;Excellent;Bad;15/09/2024;;131811,68
826;Full-time;HR;Male;50-60;Master;IT Analyst;Low;Excellent;Good;12/04/2024;;88967,26
827;Full-time;IT;Male;40-50;Doctor;HR Specialist;Low;Outstanding;Better;10/01/2024;;73416,42
828;Contractor;Research & Development;Male;20-30;Doctor;Manager;Very High;Good;Better;25/11/2024;;176299,64
829;Full-time;Research & Development;Female;Below 20;College;Manager;Very High;Low;Better;18/08/2024;;148007,1
830;Contractor;Sales;Female;40-50;Below College;Manager;High;Outstanding;Best;16/10/2024;;109058,74
831;Full-time;HR;Male;Below 20;Doctor;Manager;Medium;Excellent;Best;11/05/2024;;90383,2
832;Full-time;Finance;Female;40-50;Bachelor;IT Analyst;High;Low;Bad;19/02/2024;;104151,47
833;Contractor;Research & Development;Female;60+;College;Research Scientist;High;Good;Bad;17/10/2024;;75787,65
834;Full-time;Marketing;Male;50-60;Master;Research Scientist;Medium;Good;Better;19/08/2024;;124175,28
835;Contractor;IT;Other;40-50;Master;Sales Executive;High;Good;Bad;11/07/2021;;143244,52
836;Contractor;Research & Development;Female;40-50;Master;Research Scientist;High;Good;Good;14/11/2024;;170503,74
837;Full-time;HR;Male;40-50;Master;HR Specialist;Medium;Low;Best;22/06/2024;;82643,86
838;Contractor;Research & Development;Male;50-60;Below College;Finance Director;Medium;Outstanding;Better;09/06/2024;;163387,98
839;Contractor;Marketing;Male;50-60;Doctor;IT Analyst;High;Low;Bad;21/01/2024;;92824,51
840;Contractor;Sales;Female;50-60;Bachelor;IT Analyst;High;Outstanding;Best;14/11/2024;;82773,71
841;Full-time;HR;Female;50-60;Doctor;IT Analyst;High;Low;Better;01/04/2024;;152750,93
842;Contractor;Finance;Other;50-60;College;IT Analyst;High;Excellent;Better;19/01/2024;;116193,89
843;Contractor;HR;Female;Below 20;Bachelor;Research Scientist;Low;Low;Bad;19/05/2024;;157698,6
844;Full-time;Marketing;Female;40-50;College;Sales Executive;Low;Excellent;Best;14/09/2021;;152574,73
845;Contractor;HR;Other;40-50;Below College;IT Analyst;Very High;Outstanding;Best;13/06/2024;;107269,18
846;Contractor;Finance;Male;60+;College;Manager;High;Outstanding;Good;04/07/2024;;155723,48
847;Contractor;HR;Male;60+;Doctor;Manager;Low;Excellent;Good;01/08/2024;;126962,33
848;Full-time;Research & Development;Female;Below 20;Doctor;Manager;High;Excellent;Best;21/02/2024;;128098,61
849;Contractor;HR;Male;30-40;Bachelor;Finance Director;High;Excellent;Best;10/03/2024;;122457,77
850;Full-time;Sales;Male;40-50;Bachelor;Finance Director;High;Low;Bad;04/09/2024;;78198,14
851;Full-time;IT;Female;Below 20;Doctor;Sales Executive;Very High;Outstanding;Good;09/04/2024;;129197,28
852;Contractor;Sales;Male;30-40;Below College;Finance Director;Low;Excellent;Good;27/02/2024;;95779,19
853;Full-time;HR;Male;Below 20;College;Finance Director;Low;Excellent;Better;11/07/2021;;91824,3
854;Contractor;IT;Female;40-50;Master;IT Analyst;Very High;Excellent;Bad;23/04/2024;;185158,14
855;Contractor;Marketing;Male;20-30;Bachelor;IT Analyst;High;Excellent;Good;07/08/2022;;159588,58
856;Contractor;IT;Male;50-60;Master;Research Scientist;Medium;Low;Bad;02/04/2024;;91426,59
857;Full-time;Finance;Female;50-60;Bachelor;Manager;Medium;Excellent;Best;26/02/2024;;102521,34
858;Full-time;HR;Female;50-60;Doctor;Sales Executive;Medium;Outstanding;Best;19/10/2024;;108480,83
859;Full-time;Sales;Female;40-50;Bachelor;Finance Director;Low;Excellent;Good;14/09/2024;;74196,21
860;Contractor;Sales;Female;20-30;Bachelor;Sales Executive;Very High;Excellent;Best;22/11/2024;;155751,13
861;Contractor;Marketing;Male;50-60;Doctor;Manager;Low;Excellent;Best;21/07/2024;;90792,34
862;Full-time;Sales;Female;60+;College;IT Analyst;High;Good;Good;24/08/2024;;115029,59
863;Full-time;Sales;Male;60+;Bachelor;Manager;High;Excellent;Better;24/06/2024;;96820,4
864;Contractor;Marketing;Male;50-60;Below College;Manager;Medium;Excellent;Good;20/08/2024;;117248,43
865;Contractor;Sales;Male;50-60;Master;HR Specialist;Medium;Low;Bad;19/12/2024;;85569,98
866;Contractor;HR;Male;50-60;Master;Research Scientist;High;Excellent;Better;11/01/2024;;73805,29
867;Contractor;Finance;Female;Below 20;College;HR Specialist;High;Good;Better;10/04/2024;;118388,2
868;Full-time;IT;Other;30-40;Master;Research Scientist;High;Low;Good;27/02/2024;;151877,7
869;Contractor;Finance;Female;40-50;Below College;HR Specialist;Very High;Low;Best;14/05/2024;;194133,14
870;Contractor;IT;Female;Below 20;College;HR Specialist;Low;Low;Bad;27/02/2024;;114502,27
871;Contractor;Marketing;Female;60+;Below College;Sales Executive;Medium;Outstanding;Best;09/08/2024;;82568,48
872;Contractor;Sales;Other;60+;Master;IT Analyst;High;Low;Best;11/09/2021;;95649,68
873;Full-time;IT;Male;30-40;Master;Finance Director;High;Excellent;Better;27/04/2024;;142432
874;Contractor;HR;Male;Below 20;Doctor;Sales Executive;Medium;Outstanding;Bad;17/07/2024;;90775,27
875;Full-time;Marketing;Other;20-30;Doctor;Manager;Very High;Outstanding;Better;20/02/2024;;164585,17
876;Contractor;Marketing;Male;60+;College;Research Scientist;High;Low;Bad;04/04/2024;;98625,28
877;Full-time;HR;Female;60+;Bachelor;HR Specialist;Very High;Excellent;Bad;14/12/2024;;121629,58
878;Contractor;Sales;Female;20-30;Doctor;HR Specialist;High;Outstanding;Good;01/01/2024;;158611,91
879;Full-time;Marketing;Male;50-60;Master;HR Specialist;Low;Low;Better;25/12/2024;;122123,18
880;Full-time;Research & Development;Female;60+;Bachelor;IT Analyst;Medium;Good;Best;11/08/2024;;189608,51
881;Full-time;Finance;Other;Below 20;Below College;Sales Executive;High;Low;Bad;02/03/2024;;85410,27
882;Full-time;Marketing;Male;60+;College;Sales Executive;High;Excellent;Better;07/04/2024;;59440,04
883;Full-time;Sales;Other;60+;Master;Manager;Medium;Excellent;Better;27/11/2024;;159121,6
884;Contractor;HR;Male;30-40;Bachelor;HR Specialist;Medium;Outstanding;Bad;11/11/2024;;81884,57
885;Full-time;Sales;Male;60+;College;Research Scientist;Very High;Low;Bad;16/07/2024;;111042,42
886;Full-time;Research & Development;Female;60+;Bachelor;HR Specialist;Very High;Outstanding;Bad;11/11/2024;;186544,3
887;Contractor;Finance;Female;50-60;College;Manager;Very High;Excellent;Best;21/07/2021;;156536,58
888;Contractor;Research & Development;Male;60+;Doctor;Finance Director;Low;Excellent;Bad;04/03/2024;;122998,07
889;Contractor;Marketing;Male;40-50;Master;Manager;Low;Outstanding;Good;01/04/2024;;88570,98
890;Full-time;Research & Development;Other;50-60;Below College;Research Scientist;Very High;Excellent;Best;23/07/2021;;127752,2
891;Contractor;Sales;Male;50-60;College;Sales Executive;Very High;Low;Good;02/09/2024;;76029,22
892;Contractor;Sales;Male;40-50;College;IT Analyst;High;Excellent;Bad;02/06/2024;;118947,49
893;Full-time;Sales;Other;40-50;Below College;Research Scientist;Medium;Excellent;Good;12/08/2024;;161771,16
894;Contractor;IT;Male;30-40;Master;Manager;Very High;Good;Good;24/08/2024;;153785,85
895;Contractor;IT;Female;20-30;Doctor;IT Analyst;Low;Low;Better;12/09/2021;;116071,15
896;Contractor;Finance;Female;60+;Bachelor;Finance Director;Very High;Excellent;Bad;13/12/2024;;90911,64
897;Contractor;HR;Female;Below 20;College;Finance Director;Low;Low;Better;23/04/2024;;82127,38
898;Full-time;Research & Development;Male;60+;College;IT Analyst;High;Excellent;Better;11/10/2024;;159110,94
899;Full-time;Marketing;Other;20-30;Doctor;Research Scientist;Very High;Outstanding;Good;16/12/2024;;123473,22
900;Full-time;Finance;Female;30-40;Below College;IT Analyst;Medium;Excellent;Good;23/12/2024;;170364,4
901;Full-time;HR;Female;50-60;Master;Sales Executive;Medium;Low;Better;22/02/2024;;152069,6
902;Contractor;Research & Development;Female;20-30;Master;Finance Director;Very High;Excellent;Better;11/12/2024;;197844,95
903;Contractor;Finance;Other;30-40;Doctor;HR Specialist;Very High;Low;Good;07/12/2024;;134031,93
904;Full-time;Research & Development;Male;40-50;Doctor;HR Specialist;High;Low;Better;10/01/2024;;186351,57
905;Contractor;IT;Male;60+;Below College;Sales Executive;High;Low;Bad;23/08/2024;;161980,8
906;Contractor;Marketing;Female;30-40;Below College;Manager;Medium;Excellent;Better;19/01/2024;;142513,16
907;Contractor;HR;Male;40-50;Doctor;Research Scientist;High;Good;Bad;22/09/2022;;135970,86
908;Contractor;Sales;Female;20-30;Below College;IT Analyst;Medium;Outstanding;Good;07/08/2022;;141054,69
909;Contractor;HR;Female;30-40;Bachelor;Finance Director;Low;Good;Bad;17/05/2024;;59280,49
910;Full-time;Research & Development;Male;30-40;Doctor;Manager;High;Excellent;Good;15/05/2024;;136657,19
911;Full-time;HR;Female;20-30;Below College;IT Analyst;Medium;Outstanding;Best;14/04/2024;;81178,75
912;Contractor;Research & Development;Male;60+;Bachelor;Research Scientist;Medium;Good;Best;17/11/2024;;149205,97
913;Contractor;Research & Development;Male;40-50;Bachelor;Manager;High;Low;Best;01/11/2024;;68802,64
914;Contractor;Sales;Female;30-40;Below College;Manager;Very High;Excellent;Better;24/12/2024;;176445,43
915;Full-time;Sales;Male;30-40;College;HR Specialist;Medium;Low;Better;13/12/2024;;93258,64
916;Full-time;HR;Male;Below 20;Bachelor;IT Analyst;High;Low;Bad;24/12/2024;;80553,78
917;Contractor;HR;Female;Below 20;Bachelor;IT Analyst;Low;Low;Bad;02/01/2024;;97634,8
918;Full-time;Marketing;Female;Below 20;Below College;Manager;High;Low;Good;06/03/2024;;121047,79
919;Contractor;Finance;Female;40-50;Below College;HR Specialist;Very High;Outstanding;Best;09/10/2024;;180700,68
920;Contractor;HR;Female;40-50;Bachelor;HR Specialist;High;Outstanding;Better;12/02/2024;;141168,72
921;Full-time;Research & Development;Female;30-40;Below College;Manager;Very High;Excellent;Best;21/05/2024;;137300,05
922;Full-time;Finance;Other;20-30;Doctor;IT Analyst;Medium;Low;Good;09/01/2024;;150530,81
923;Full-time;HR;Male;60+;College;Finance Director;High;Excellent;Bad;01/03/2024;;87669
924;Contractor;Research & Development;Female;60+;Master;Finance Director;Low;Excellent;Good;20/06/2024;;179830,67
925;Full-time;Marketing;Female;40-50;College;HR Specialist;Medium;Outstanding;Better;19/10/2024;;140681,57
926;Full-time;Research & Development;Female;60+;Doctor;Manager;High;Excellent;Best;09/02/2024;;192799,97
927;Full-time;Sales;Male;40-50;Doctor;IT Analyst;High;Outstanding;Best;15/07/2024;;135499,73
928;Full-time;Marketing;Other;40-50;Below College;Finance Director;Low;Outstanding;Best;26/01/2024;;76146,12
929;Full-time;Marketing;Male;40-50;Bachelor;Finance Director;Very High;Good;Good;19/03/2024;;130160,68
930;Contractor;Sales;Female;60+;Bachelor;Research Scientist;Low;Low;Good;15/02/2024;;151099,85
931;Contractor;Marketing;Male;60+;Master;Research Scientist;High;Outstanding;Better;25/05/2024;;165224,78
932;Full-time;Marketing;Other;40-50;Below College;Manager;Low;Low;Better;28/05/2024;;75930,66
933;Contractor;Finance;Male;60+;Doctor;Manager;Low;Outstanding;Best;04/02/2024;;118869,82
934;Contractor;Research & Development;Male;40-50;Bachelor;HR Specialist;Low;Outstanding;Bad;18/04/2024;;169330,34
935;Contractor;HR;Male;40-50;College;HR Specialist;Very High;Good;Best;04/01/2024;;119132,32
936;Contractor;IT;Male;Below 20;Below College;Manager;Medium;Outstanding;Good;10/09/2021;;184273,26
937;Full-time;Research & Development;Female;60+;Bachelor;HR Specialist;High;Good;Bad;02/10/2024;;85299,47
938;Contractor;HR;Female;60+;Below College;IT Analyst;Medium;Good;Good;28/12/2024;;90292,33
939;Contractor;Sales;Other;Below 20;Below College;Research Scientist;High;Good;Best;01/12/2024;;90033,54
940;Full-time;Research & Development;Male;30-40;Doctor;IT Analyst;Low;Low;Best;01/07/2024;;151190,45
941;Contractor;Finance;Male;60+;Master;IT Analyst;Low;Outstanding;Best;25/10/2024;;166401,51
942;Contractor;IT;Male;30-40;Doctor;Finance Director;Medium;Low;Best;08/07/2024;;186123,59
943;Contractor;Sales;Male;60+;Master;HR Specialist;Medium;Low;Bad;18/08/2024;;70406,36
944;Contractor;Finance;Male;30-40;Below College;Finance Director;Low;Excellent;Best;13/06/2024;;128982,94
945;Contractor;Finance;Female;50-60;College;HR Specialist;High;Excellent;Good;08/03/2024;;142335,43
946;Contractor;Sales;Female;40-50;Master;IT Analyst;Medium;Good;Better;02/10/2024;;158506,32
947;Full-time;HR;Male;40-50;College;Manager;Low;Excellent;Good;17/02/2024;;118391,46
948;Contractor;Marketing;Male;30-40;Bachelor;HR Specialist;Medium;Outstanding;Better;22/07/2021;;95613,66
949;Contractor;Marketing;Male;40-50;Doctor;Sales Executive;Low;Low;Bad;10/07/2024;;141097,37
950;Full-time;Marketing;Female;Below 20;Doctor;Finance Director;High;Good;Better;12/07/2024;;122804,23
951;Full-time;Marketing;Male;20-30;Master;Research Scientist;Very High;Outstanding;Bad;10/12/2024;;146425,06
952;Contractor;Sales;Male;50-60;College;Finance Director;Medium;Good;Best;28/12/2024;;149140,33
953;Full-time;Sales;Female;50-60;College;Research Scientist;High;Excellent;Better;25/10/2024;;75836,33
954;Contractor;HR;Male;60+;Below College;Finance Director;High;Low;Best;08/01/2024;;106648,64
955;Full-time;Research & Development;Female;60+;Bachelor;Research Scientist;Medium;Excellent;Best;25/07/2024;;86345,85
956;Full-time;HR;Male;50-60;College;Finance Director;Low;Excellent;Good;01/06/2024;;136390,51
957;Contractor;Research & Development;Male;30-40;Below College;Finance Director;Very High;Low;Good;15/04/2024;;128703,88
958;Contractor;Finance;Male;60+;Master;Manager;High;Low;Better;27/12/2024;;111007,43
959;Contractor;IT;Female;20-30;Doctor;Finance Director;Low;Excellent;Good;25/06/2024;;130401,36
960;Contractor;Marketing;Male;20-30;Doctor;Manager;Low;Excellent;Best;06/09/2024;;137759,78
961;Contractor;HR;Female;Below 20;Below College;Finance Director;Low;Outstanding;Better;05/08/2024;;147168,77
962;Contractor;IT;Male;50-60;College;Sales Executive;Medium;Low;Good;24/05/2024;;183915,08
963;Contractor;Marketing;Male;20-30;Below College;Finance Director;Medium;Outstanding;Good;24/08/2024;;117148,72
964;Contractor;Finance;Female;30-40;Doctor;IT Analyst;High;Low;Bad;05/05/2024;;70323,87
965;Full-time;Finance;Male;30-40;College;Manager;Low;Low;Good;11/01/2024;;156494,42
966;Contractor;Marketing;Female;20-30;Doctor;Manager;Low;Excellent;Bad;04/06/2024;;73513,56
967;Full-time;HR;Other;30-40;Doctor;HR Specialist;High;Good;Best;08/09/2021;;98277,39
968;Contractor;Finance;Male;50-60;College;IT Analyst;Very High;Good;Good;19/11/2024;;150340,33
969;Full-time;Marketing;Male;60+;Doctor;Sales Executive;Medium;Outstanding;Best;24/12/2024;;84053,3
970;Contractor;Marketing;Male;60+;College;IT Analyst;Very High;Outstanding;Good;01/10/2022;;67031,81
971;Full-time;Sales;Male;60+;Below College;Research Scientist;High;Outstanding;Good;16/01/2024;;102456,56
972;Contractor;Research & Development;Female;60+;Doctor;Manager;Very High;Outstanding;Better;09/07/2024;;189553,66
973;Full-time;HR;Male;30-40;Master;Manager;High;Excellent;Bad;18/05/2024;;109403,89
974;Contractor;HR;Female;40-50;Bachelor;HR Specialist;Low;Excellent;Bad;14/02/2024;;111005,19
975;Full-time;Research & Development;Female;50-60;Below College;Research Scientist;Medium;Excellent;Better;08/08/2024;;68260,15
976;Full-time;IT;Male;20-30;Below College;Sales Executive;Very High;Excellent;Best;21/05/2024;;124703,64
977;Contractor;HR;Male;50-60;Bachelor;Research Scientist;Low;Excellent;Best;02/04/2024;;137118,94
978;Contractor;IT;Female;Below 20;Below College;Finance Director;Very High;Low;Bad;03/02/2024;;71976,69
979;Contractor;Marketing;Male;50-60;Doctor;Research Scientist;Medium;Outstanding;Bad;13/04/2024;;84313,21
980;Full-time;HR;Male;30-40;College;Manager;Very High;Low;Better;06/06/2024;;63318,24
981;Contractor;Finance;Male;30-40;College;IT Analyst;Medium;Outstanding;Better;18/04/2024;;161326,86
982;Contractor;Marketing;Other;60+;College;Manager;Very High;Good;Good;03/11/2024;;89145,72
983;Full-time;Research & Development;Female;50-60;Master;Research Scientist;Medium;Low;Better;11/08/2024;;179845,47
984;Full-time;Sales;Female;20-30;Below College;HR Specialist;Very High;Low;Bad;18/08/2024;;186201,07
985;Full-time;Marketing;Female;30-40;Below College;HR Specialist;Very High;Good;Best;27/01/2024;;104941,43
986;Full-time;Marketing;Female;Below 20;Master;Manager;Medium;Excellent;Better;28/07/2024;;107330,75
987;Contractor;Finance;Male;60+;Master;Finance Director;Medium;Low;Better;23/12/2024;;78887,68
988;Contractor;HR;Male;30-40;Below College;IT Analyst;Very High;Low;Best;18/01/2024;;113511,83
989;Full-time;IT;Female;50-60;Below College;HR Specialist;High;Low;Better;07/01/2024;;121093,6
990;Full-time;IT;Other;Below 20;Doctor;IT Analyst;Very High;Outstanding;Better;14/02/2024;;187082,67
991;Full-time;Research & Development;Male;40-50;Below College;HR Specialist;Low;Low;Better;11/02/2024;;78445,95
992;Full-time;Finance;Female;30-40;College;Sales Executive;Medium;Good;Best;17/09/2024;;116820,16
993;Contractor;Sales;Male;50-60;Doctor;IT Analyst;Very High;Excellent;Bad;10/07/2021;;179115,92
994;Contractor;Finance;Female;50-60;College;Sales Executive;Low;Outstanding;Good;06/09/2024;;110604,45
995;Contractor;HR;Other;Below 20;Doctor;Finance Director;High;Excellent;Better;01/12/2024;;104376,11
996;Contractor;Marketing;Male;60+;Bachelor;HR Specialist;Low;Low;Best;21/10/2024;;61704
997;Full-time;IT;Female;50-60;Master;Research Scientist;Medium;Excellent;Best;16/07/2024;;122466,58
998;Contractor;Research & Development;Male;50-60;Master;Manager;Low;Good;Bad;10/12/2024;;120216,92
999;Full-time;Sales;Female;Below 20;Doctor;Finance Director;Medium;Low;Bad;23/06/2024;;104793,84
1000;Full-time;Research & Development;Male;20-30;College;Manager;Low;Low;Better;22/01/2024;;117567,66
